"TL_inc_d1_DI_ctrl_2"	"TL_inc_d1_DI_ctrl_3"	"TL_inc_d1_DI_ctrl_4"	"TL_inc_d1_DI_ctrl_5"	"TL_inc_d2_DI_ctrl_1"	"TL_inc_d2_DI_ctrl_3"	"TL_inc_d2_DI_ctrl_4"	"TL_inc_d2_DI_ctrl_5"	"TL_inc_d1_ASW_noS_1"	"TL_inc_d1_ASW_noS_2"	"TL_inc_d1_ASW_noS_3"	"TL_inc_d1_ASW_noS_4"	"TL_inc_d1_ASW_noS_5"	"TL_inc_d2_ASW_noS_2"	"TL_inc_d2_ASW_noS_3"	"TL_inc_d2_ASW_noS_4"	"TL_inc_d2_ASW_noS_5"	"TL_inc_d1_ASW_3"	"TL_inc_d1_ASW_4"	"TL_inc_d1_ASW_5"	"TL_inc_d2_ASW_1"	"TL_inc_d2_ASW_3"	"TL_inc_d2_ASW_4"	"TL_inc_d2_ASW_5"	"TL_inc_d1_SO4_3"	"TL_inc_d1_SO4_4"	"TL_inc_d1_SO4_5A"	"TL_inc_d1_SO4_5B"	"TL_inc_d2_SO4_2"	"TL_inc_d2_SO4_3"	"TL_inc_d2_SO4_4"	"TL_inc_d2_SO4_5A"	"TL_inc_d2_SO4_5B"	"Consensus.lineage"
"1706"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    1"	"    0"	"  380"	"   7"	"   1"	"   0"	"    7"	"    0"	"   0"	"    0"	"   0"	"    0"	"    0"	"   0"	"   0"	"   2"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ClostridialesOR;g__ClostridialesOR"
"1707"	"   23"	"  29"	"  36"	"  23"	"  13"	"   8"	"   9"	"    1"	"   11"	"    7"	"    6"	"   8"	"   7"	"   2"	"    1"	"    4"	"  13"	"    8"	"  53"	"   15"	"    5"	"   8"	"  95"	"  12"	"  26"	"  38"	"  22"	"  21"	"  19"	"  13"	"   8"	"   3"	"  20"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"1713"	"    4"	"   2"	"   2"	"   0"	"   3"	"   1"	"   2"	"   14"	"    2"	"    0"	"    0"	"   1"	"   6"	"   0"	"    8"	"    1"	" 621"	"    0"	"   0"	"    0"	"    0"	"   0"	"   0"	"   3"	"   0"	"   0"	"   1"	"   1"	"   3"	"   0"	"   1"	"   3"	"   0"	"k__Bacteria;p__Chlamydiae;c__Chlamydiae (class);o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia"
"1714"	"   10"	"  25"	"   9"	"  12"	"   2"	"   4"	"   3"	"    1"	"   10"	"    7"	"    4"	"  48"	"  69"	"   0"	"    0"	"   14"	"   3"	"    7"	"   4"	"    4"	"    3"	"   5"	"   1"	"  10"	"   4"	"  31"	"   9"	"   1"	"   4"	"   5"	"   5"	"   5"	"   6"	"k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL"
"1720"	"   57"	"  82"	"  66"	"  82"	"  29"	"  10"	"   6"	"   78"	"    8"	"    1"	"    6"	"   1"	"   2"	"   0"	"    3"	"    3"	"   0"	"    0"	"   1"	"    5"	"    4"	"   2"	"   0"	"   0"	"  15"	"  74"	"  33"	"   6"	"  29"	"  14"	"   6"	"   2"	"  46"	"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus"
"1721"	"   10"	"  88"	"  12"	"  14"	"  15"	"   9"	"   3"	"    4"	"    0"	"    0"	"    0"	"   0"	"   0"	"   1"	"    0"	"    0"	"   0"	"    0"	"   0"	"    0"	"    0"	"   3"	"   0"	"   0"	"   3"	"  11"	"  17"	"   1"	"  24"	"   2"	"   2"	"   0"	"  18"	"k__Bacteria;p__OP3;c__BD4-9;o__BD4-9CL;f__BD4-9CL;g__BD4-9CL"
"1725"	"   58"	"  25"	"  40"	"  72"	"   2"	"   3"	"   2"	"   16"	"   10"	"    1"	"   43"	"  29"	"  28"	"   1"	"    1"	"    4"	"   3"	"    6"	"   9"	"    4"	"    1"	"   2"	"  19"	"   0"	"  86"	"  45"	"  35"	"   2"	"   2"	"   1"	"   0"	"   0"	"  42"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"1727"	"    2"	"  23"	"  14"	"  15"	"   0"	"   0"	"   0"	"    2"	"    1"	"    2"	"    1"	"  13"	"   6"	"   0"	"    0"	"    1"	"   1"	"    8"	"   1"	"    1"	"    0"	"   0"	"   1"	"   0"	"  17"	"   9"	"  12"	"   1"	"   0"	"   0"	"   1"	"   1"	"   9"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"1730"	"    2"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    3"	"   23"	"   33"	"   56"	"   2"	"   0"	" 635"	"   23"	"   14"	"   0"	"    2"	"   0"	"    1"	"    8"	"   6"	"   0"	"   2"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae"
"1733"	"   16"	"  25"	"  23"	"  19"	"   9"	"   8"	"  11"	"   18"	"   10"	"    4"	"    4"	"   7"	"   6"	"   0"	"    1"	"    5"	"   6"	"    5"	"   6"	"    2"	"    1"	"   2"	"   6"	"   2"	"  20"	"  22"	"  22"	"  17"	"   9"	"  15"	"  13"	"  10"	"  35"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"
"1735"	"    0"	"  24"	"   8"	"   3"	"   0"	"   2"	"   1"	"    1"	"    7"	"    0"	"    0"	"   5"	"   9"	"   0"	"    0"	"    0"	"   0"	"    5"	"   1"	"    0"	"    0"	"   0"	"   1"	"   0"	"  38"	"   5"	"   0"	"   0"	"   0"	"   0"	"   2"	"   0"	"   5"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA"
"1739"	"   31"	"  19"	"  28"	"  18"	"  38"	"  82"	"  26"	"   18"	"    2"	"    0"	"    7"	"   8"	"   7"	"   0"	"    3"	"    5"	"   5"	"    1"	"   0"	"    3"	"    4"	"   4"	"   5"	"   9"	"  60"	"  17"	"  27"	"  33"	"  33"	"  38"	"  29"	"  40"	"  32"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"1741"	"    1"	"  12"	"   3"	"   6"	"   1"	"   4"	"   2"	"    1"	"    4"	"    1"	"    0"	"  24"	"  33"	"   2"	"    3"	"    4"	"   0"	"   16"	"   4"	"    0"	"    2"	"   6"	"   4"	"   1"	"  16"	"   3"	"   6"	"   7"	"   6"	"   4"	"   2"	"   4"	"  10"	"k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR"
"1742"	"    2"	"   0"	"   1"	"   0"	"   0"	"   1"	"   1"	"    0"	"    0"	"    8"	"    3"	"   4"	"   2"	"   5"	"   41"	"    5"	"   3"	"    4"	"   3"	"    1"	"    3"	"   1"	"   6"	"   1"	"   1"	"   1"	"   0"	"   0"	"   1"	"   0"	"   1"	"   1"	"   0"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas"
"1743"	"   53"	"  22"	"  52"	"  49"	"   1"	"   2"	"   0"	"    6"	"   54"	"   18"	"   36"	"  22"	"  34"	"   0"	"    1"	"    2"	"   0"	"    9"	"   9"	"   21"	"    1"	"   0"	"  11"	"   0"	"  36"	"  45"	"  42"	"   0"	"   0"	"   0"	"   0"	"   0"	"  51"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"1744"	"    5"	"   8"	"   2"	"   8"	"   0"	"   1"	"   0"	"    0"	"    1"	"    9"	"    5"	"  40"	"  17"	"   0"	"    0"	"    2"	"   0"	"   59"	"   4"	"    3"	"    0"	"   0"	"   0"	"   0"	"   2"	"   4"	"  12"	"   0"	"   0"	"   0"	"   1"	"   0"	"  13"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"1749"	"    1"	"  19"	"  19"	"  11"	"   0"	"   1"	"   0"	"    0"	"    5"	"    2"	"    2"	"  13"	"  12"	"   0"	"    0"	"    0"	"   0"	"    6"	"   1"	"    0"	"    1"	"   0"	"   2"	"   0"	"  12"	"   5"	"   9"	"   0"	"   0"	"   0"	"   0"	"   0"	"  10"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA"
"1752"	"   19"	"  23"	"  15"	"  10"	"   3"	"   0"	"   0"	"    0"	"   20"	"   23"	"   59"	"   2"	"   9"	"   2"	"    6"	"    1"	"   1"	"   28"	"   9"	"    0"	"    0"	"   0"	"  10"	"   0"	"   8"	"  51"	"  23"	"   0"	"   0"	"   0"	"   0"	"   0"	"   6"	"k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL"
"1753"	"    3"	"   2"	"   4"	"   8"	"  22"	"  16"	"  23"	"   28"	"    2"	"    0"	"    2"	"   2"	"   0"	"  64"	"    3"	"   24"	" 105"	"    2"	"   0"	"   19"	"   39"	"  74"	"   0"	"  93"	"   9"	"   0"	"   7"	"  61"	"  42"	"  55"	"  49"	"  76"	"   3"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"1755"	"   16"	"   6"	"   0"	"   3"	"   3"	"   0"	"   0"	"    0"	"    0"	"    1"	"    7"	"   0"	"   2"	"   1"	"    0"	"    0"	"   0"	"    1"	"   1"	"    1"	"    0"	"   0"	"   0"	"   0"	"  54"	"  50"	"  75"	"   4"	"   6"	"   0"	"   2"	"  27"	" 165"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__GallionellaceaeFA"
"1756"	"    9"	"  21"	"  22"	"  27"	"  41"	"  19"	"  30"	"   26"	"    4"	"    0"	"    0"	"   5"	"   0"	"   0"	"    0"	"    1"	"   3"	"    1"	"   0"	"    2"	"    1"	"   9"	"   1"	"   9"	"  36"	"  20"	"  29"	"  31"	"  21"	"  33"	"  37"	"  33"	"  20"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"1763"	"   30"	"  17"	"  32"	"  30"	"   3"	"   5"	"   0"	"    1"	"   40"	"   12"	"   66"	"  65"	"  59"	"   2"	"    9"	"    3"	"   0"	"    5"	"  18"	"   14"	"    1"	"   0"	"  11"	"   0"	"  30"	"  29"	"  12"	"   0"	"   0"	"   0"	"   0"	"   0"	"  20"	"k__Bacteria;p__Chloroflexi;c__ChloroflexiPH;o__ChloroflexiPH;f__ChloroflexiPH;g__ChloroflexiPH"
"1764"	"    2"	"   1"	"   1"	"   2"	"   0"	"   0"	"   0"	"    1"	"    6"	"   14"	"    3"	"   9"	"   4"	"   0"	"   44"	"    5"	"   1"	"   40"	"   3"	"    1"	"    6"	"   1"	"   3"	"   0"	"   0"	"   1"	"   0"	"   2"	"   0"	"   2"	"   1"	"   1"	"   1"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter"
"1770"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"  348"	"   68"	"  171"	"   3"	"   7"	"   0"	"    5"	"    0"	"  15"	"    0"	"   9"	"    9"	"    0"	"   0"	"   7"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas"
"1773"	"    6"	"   9"	"  42"	"   7"	"   0"	"   0"	"   0"	"    3"	"   15"	"  221"	"   26"	"  12"	"  13"	"   1"	"   11"	"    8"	"   0"	"   57"	"  61"	"    4"	"   35"	"   0"	"  63"	"   0"	"   3"	"  24"	"  11"	"   0"	"   0"	"   0"	"   1"	"   1"	"  29"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"
"1775"	"    4"	"  12"	"   4"	"   5"	"   3"	"   2"	"   0"	"    2"	"   10"	"    3"	"    5"	"  20"	"  15"	"   0"	"    0"	"    3"	"   0"	"    8"	"   9"	"    0"	"    1"	"   0"	"   4"	"   1"	"   6"	"   8"	"  11"	"   1"	"   0"	"   1"	"   0"	"   1"	"   3"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium"
"1778"	"   15"	"  37"	"  67"	"  52"	"   3"	"   2"	"   0"	"    2"	"    4"	"    3"	"    8"	"   1"	"   1"	"   1"	"    0"	"    6"	"   5"	"    2"	"   3"	"    0"	"    0"	"   3"	"   2"	"   0"	"  17"	"  26"	"  24"	"   2"	"   1"	"   5"	"   3"	"   1"	"  33"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__AcetobacteraceaeFA"
"1779"	"    4"	"  25"	"  37"	"  52"	"   8"	"   0"	"   5"	"   14"	"    1"	"    1"	"    1"	"   5"	"   4"	"   0"	"    4"	"    1"	"   0"	"    6"	"   0"	"    0"	"    7"	"   0"	"   0"	"   1"	"  20"	"  26"	"   9"	"   1"	"   7"	"   4"	"   1"	"   1"	"  11"	"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR"
"1784"	"    0"	"   9"	"  11"	"  16"	"   3"	"   1"	"   0"	"    3"	"    3"	"   11"	"    4"	"   6"	"   5"	"   4"	"    0"	"    0"	"   0"	"    4"	"   4"	"    0"	"    0"	"   0"	"   3"	"   0"	"   0"	"  18"	"   4"	"   2"	"   0"	"   2"	"   0"	"   2"	"   9"	"k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL"
"1785"	"    3"	"  11"	"   4"	"  11"	"   1"	"   0"	"   0"	"    1"	"   13"	"   10"	"   24"	"  52"	"  51"	"   1"	"    1"	"    3"	"   0"	"    3"	"  14"	"    1"	"    0"	"   0"	"  11"	"   0"	"   9"	"   8"	"   9"	"   0"	"   0"	"   0"	"   0"	"   0"	"  15"	"k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__32-20OR;g__32-20OR"
"1786"	"   23"	"  28"	"  57"	"  40"	"   4"	"  23"	"  15"	"    9"	"    5"	"    2"	"    4"	"  25"	"  13"	"   2"	"    0"	"    4"	"   3"	"    3"	"   1"	"    0"	"    2"	"   0"	"   0"	"   2"	"   3"	"  14"	"  25"	"   1"	"  26"	"   8"	"   8"	"   3"	"  16"	"k__Bacteria;p__Nitrospirae;c__Nitrospira (class);o__Nitrospirales;f__Thermodesulfovibrionaceae;g__GOUTA19"
"1788"	"   13"	"   2"	"   0"	"   1"	"  14"	"  20"	"  11"	"   24"	"    0"	"    0"	"    2"	"   2"	"   2"	"  76"	"    8"	"   55"	" 148"	"    1"	"   0"	"    2"	"    4"	"  40"	"   0"	"  25"	"   0"	"   3"	"   0"	"  67"	"  56"	"  45"	"  53"	" 106"	"   8"	"k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__WCHD3-02;g__WCHD3-02FA"
"1790"	"    0"	"  55"	"   0"	"   2"	"   0"	"   1"	"   0"	"    1"	"   14"	"  185"	"   55"	"   1"	"   2"	"   1"	"   15"	"    0"	"   0"	"   18"	"  34"	"    3"	"   77"	"   0"	"  47"	"   0"	"  25"	"  14"	"  12"	"   1"	"   2"	"   0"	"   1"	"   0"	"   1"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"
"1794"	"    3"	"  21"	"  12"	"   8"	"   3"	"   2"	"   4"	"    6"	"    1"	"    2"	"   18"	"   7"	"   9"	"   0"	"    0"	"    1"	"   0"	"   13"	"   3"	"    1"	"    1"	"   4"	"   5"	"   7"	"  53"	"  15"	"  13"	"   1"	"   5"	"   2"	"   4"	"   5"	"  17"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA"
"1796"	"   29"	"  19"	"   8"	"   5"	"   8"	"  10"	"   4"	"    6"	"   15"	"   11"	"    8"	"  26"	"  30"	"  49"	"    9"	"   40"	"   7"	"   22"	"   9"	"   11"	"   20"	"  36"	"  15"	"  20"	"  11"	"  23"	"  15"	"  15"	"  10"	"  10"	"   6"	"   7"	"  26"	"k__Bacteria;p__Armatimonadetes;c__SJA-176;o__SJA-176CL;f__SJA-176CL;g__SJA-176CL"
"1797"	"   15"	"  15"	"  18"	"  19"	"   2"	"   5"	"   0"	"    3"	"   11"	"    6"	"   25"	"  67"	"  51"	"   0"	"    0"	"    0"	"   0"	"   64"	"   8"	"    4"	"    1"	"   0"	"   8"	"   0"	"  12"	"  19"	"  18"	"   1"	"   0"	"   0"	"   0"	"   1"	"  25"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"1799"	"    0"	"  24"	"  24"	"  21"	"   0"	"   0"	"   0"	"    2"	"    1"	"    0"	"    0"	"   0"	"   1"	"   0"	"    0"	"    0"	"   0"	"    2"	"   0"	"    0"	"    1"	"   0"	"   0"	"   0"	"  14"	"  31"	"  46"	"   0"	"   0"	"   0"	"   0"	"   0"	"  16"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"1800"	"   11"	"  43"	"  49"	"  33"	"   3"	"   0"	"   2"	"    1"	"    4"	"   11"	"   22"	"  36"	"  21"	"   0"	"    0"	"    3"	"   0"	"   68"	"   8"	"    1"	"    2"	"   1"	"  22"	"   0"	"  17"	"  19"	"  31"	"   1"	"   0"	"   1"	"   1"	"   0"	"  36"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"1805"	"    6"	"   6"	"  13"	"   4"	"   0"	"   2"	"   0"	"    0"	"   36"	"  121"	"   16"	"  57"	"  61"	"   1"	"   16"	"    4"	"   2"	"   57"	"  16"	"   43"	"   37"	"   1"	"  16"	"   0"	"  13"	"  47"	"   7"	"   0"	"   0"	"   0"	"   1"	"   0"	"   6"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__VeillonellaceaeFA"
"1806"	"   16"	"  28"	"  30"	"  28"	"   2"	"   5"	"   1"	"    4"	"    3"	"    0"	"    4"	"   3"	"   5"	"   0"	"    0"	"    1"	"   1"	"    2"	"   1"	"    5"	"    0"	"   0"	"   0"	"   0"	"  40"	"  40"	"  29"	"   1"	"   2"	"   4"	"   6"	"   4"	"  42"	"k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__mle1-12;f__mle1-12OR;g__mle1-12OR"
"1810"	"    5"	"  19"	"  11"	"   9"	"   1"	"   0"	"   2"	"    0"	"    0"	"    1"	"    0"	"   3"	"   3"	"   0"	"    0"	"    1"	"   0"	"   14"	"   1"	"    0"	"    3"	"   3"	"   6"	"   3"	"  20"	"   4"	"   5"	"   1"	"   6"	"   0"	"   0"	"   0"	"   8"	"k__Bacteria;p__Planctomycetes;c__vadinHA49;o__vadinHA49CL;f__vadinHA49CL;g__vadinHA49CL"
"1814"	"    6"	"   9"	"   2"	"   7"	"   8"	"  36"	"   5"	"    9"	"   17"	"    2"	"   15"	"  20"	"  11"	"  11"	"    2"	"    5"	"  17"	"   11"	"   0"	"    1"	"    4"	"   1"	"   0"	"   2"	"  10"	"   9"	"  10"	"  31"	"  15"	"  10"	"  31"	"  24"	"  12"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter"
"1817"	"   34"	"  24"	"  45"	"  45"	"   2"	"   0"	"   0"	"    5"	"   17"	"   12"	"   26"	"  14"	"  22"	"   1"	"    0"	"    0"	"   3"	"    5"	"  12"	"    0"	"    2"	"   0"	"  10"	"   0"	"  46"	"  67"	"  52"	"   1"	"   0"	"   0"	"   1"	"   0"	"  61"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA"
"1821"	"   36"	"  14"	"  20"	"  29"	"  17"	"   9"	"  14"	"   23"	"   15"	"   14"	"   20"	"   6"	"   6"	"   8"	"    3"	"   12"	"  56"	"    2"	"   8"	"    2"	"    9"	"   6"	"   6"	"   3"	"  46"	"  23"	"  17"	"  40"	"  37"	" 107"	"  15"	"  49"	"  32"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"1822"	"   47"	"   5"	"   0"	"   0"	"   1"	"   3"	"   0"	"    0"	"    3"	"   16"	"    5"	"  17"	"  16"	"  59"	"  256"	"   97"	"   4"	"   57"	"   2"	"    7"	"   39"	"  82"	"   0"	"  11"	"   2"	"   3"	"   5"	"   1"	"   6"	"   4"	"   1"	"   8"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermacetogenium"
"1826"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    2"	"  301"	"    8"	"  63"	"  83"	"  16"	"    6"	"    0"	"   0"	"    0"	"   0"	"    8"	"    0"	"   0"	"   0"	"  36"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"
"1830"	"    2"	"   0"	"   1"	"   0"	"   1"	"   0"	"   1"	"    0"	"    6"	"   25"	"    3"	"   2"	"   1"	"  44"	"  547"	"   24"	"  12"	"   22"	"   2"	"    4"	"   52"	"  17"	"   3"	"   2"	"   4"	"   3"	"   0"	"   3"	"   2"	"   1"	"   5"	"   3"	"   1"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Thermosinus"
"1832"	"   50"	"  27"	"  19"	"  46"	"  24"	"  18"	"  12"	"   15"	"   10"	"    1"	"    4"	"   8"	"  10"	"   0"	"    0"	"    7"	"   8"	"    0"	"   3"	"    5"	"    1"	"   5"	"   3"	"   5"	"  40"	"  31"	"  42"	"  19"	"  10"	"  23"	"  13"	"  27"	"  26"	"k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH"
"1833"	"    3"	"  18"	"   0"	"   5"	"   3"	"  41"	"   4"	"    3"	"    0"	"    0"	"    0"	"   5"	"   4"	"   0"	"    0"	"    2"	"   0"	"    2"	"   0"	"    1"	"    0"	"   2"	"   0"	"   0"	"  12"	"   9"	"  17"	"   5"	"  11"	"   4"	"  18"	"   1"	"   7"	"k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__TM3"
"1834"	"    0"	"   0"	"   0"	"   0"	"   3"	" 702"	"   6"	"    0"	"    0"	"    0"	"    0"	"   0"	"   0"	"   2"	"   16"	"    0"	"   1"	"    0"	"   0"	"    1"	"    3"	"   0"	"   0"	"   5"	"   0"	"   0"	"  22"	"  24"	"   3"	"   3"	"  13"	"   0"	"   0"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"1840"	"    1"	"   2"	"   8"	"   1"	"   0"	"   0"	"   0"	"    0"	"   10"	"   27"	"   38"	"   8"	"   8"	"   0"	"   16"	"   18"	"   1"	"   37"	"  23"	"   22"	"   30"	"   8"	"  17"	" 183"	"   0"	"   3"	"   8"	"   0"	"   0"	"   1"	"   1"	"   1"	"   8"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium"
"1843"	"   44"	"   9"	"  12"	"  21"	"   1"	"   3"	"   0"	"    3"	"   26"	"   10"	"   66"	"  98"	"  75"	"   1"	"    0"	"    8"	"   0"	"    3"	"   7"	"    3"	"    0"	"   1"	"   5"	"   0"	"  14"	"  12"	"  20"	"   0"	"   0"	"   0"	"   0"	"   0"	"  25"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__MC47;f__MC47OR;g__MC47OR"
"1849"	"   33"	"  22"	"  67"	"  54"	"  23"	"   4"	"  16"	"   19"	"   32"	"    2"	"   33"	"  24"	"  10"	"   0"	"    0"	"    1"	" 133"	"    0"	"   4"	"    0"	"    0"	"   0"	"   3"	"   1"	"   4"	"  15"	"   9"	"   1"	"   8"	"   7"	"   5"	"   5"	"  14"	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR"
"1853"	"    0"	"  12"	"   0"	"   1"	"   0"	"   0"	"   0"	"    0"	"    9"	"   18"	"    0"	"  65"	"  51"	"   2"	"    1"	"   21"	"   0"	"  254"	"  17"	"    0"	"   12"	"   0"	"  18"	"   3"	"   1"	"   1"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio"
"1855"	"   49"	"  22"	"   3"	"  28"	"  11"	"  83"	"  11"	"    5"	"    1"	"    0"	"   10"	"   4"	"   4"	"  12"	"    6"	"   12"	"  36"	"    9"	"   0"	"    0"	"    0"	"  13"	"   0"	"   7"	"  11"	"   9"	"  14"	"  43"	"  28"	"  19"	"  19"	"  26"	"  44"	"k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__WCHD3-02;g__WCHD3-02FA"
"1856"	"   17"	"  28"	"   5"	"   7"	"   0"	"   2"	"   0"	"    0"	"   25"	"   59"	"   27"	"  55"	"  62"	"   2"	"    9"	"    2"	"   0"	"  102"	"  22"	"   17"	"    8"	"  10"	"  31"	"   8"	"  17"	"   9"	"  30"	"   0"	"   1"	"   0"	"   0"	"   1"	"  25"	"k__Bacteria;p__Armatimonadetes;c__SJA-176;o__SJA-176CL;f__SJA-176CL;g__SJA-176CL"
"1860"	"   33"	"   4"	"  17"	"  21"	"  14"	"   1"	"   3"	"   12"	"   40"	"   24"	"   97"	"  22"	"  24"	"  33"	"   10"	"   18"	"  11"	"   24"	"   8"	"   55"	"    8"	"   6"	"   9"	"   5"	"  25"	"  12"	"  13"	"   9"	"  11"	"   0"	"   1"	"   6"	"  26"	"k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__ThermomicrobiaCL;f__ThermomicrobiaCL;g__ThermomicrobiaCL"
