OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage
6268	0	0	0	0	0	0	0	8	1	31	0	0	0	1	0	3	0	0	0	2	0	0	1	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
6270	0	0	0	0	0	0	0	0	43	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
6271	0	0	0	0	0	0	3	6	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__SphingomonadaceaeFA
6272	0	0	0	0	0	0	0	41	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__RhodocyclalesOR;g__RhodocyclalesOR
6273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	5	28	0	k__Bacteria;p__LCP-89;c__LCP-89PH;o__LCP-89PH;f__LCP-89PH;g__LCP-89PH
6274	0	0	0	0	0	0	0	1	44	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__PhycisphaeralesOR;g__PhycisphaeralesOR
6275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	9	11	13	8	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6276	0	0	0	0	0	0	0	0	4	26	0	6	0	0	0	0	0	0	5	3	0	2	3	0	k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__CaldithrixalesOR;g__CaldithrixalesOR
6277	0	0	0	0	0	4	0	0	0	0	0	0	3	32	7	2	0	0	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MethanobacterialesOR;g__MethanobacterialesOR
6278	0	0	0	1	1	2	0	2	0	0	0	0	0	3	3	1	0	1	0	3	10	3	3	11	k__Bacteria;p__Actinobacteria;c__Actinobacteria (class)
6279	0	0	0	0	0	0	13	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA
6280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	2	3	22	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
6281	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	16	4	4	14	3	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__AnaerolineaeCL;f__AnaerolineaeCL;g__AnaerolineaeCL
6283	0	0	1	0	2	0	0	0	0	0	0	0	5	12	19	1	4	4	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
6284	0	0	0	0	0	0	1	2	8	9	1	0	0	0	0	0	0	0	3	2	0	1	22	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
6285	0	0	0	0	0	0	5	21	17	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__Sva0725OR;g__Sva0725OR
6286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	3	6	17	0	k__Bacteria;p__GN02;c__BB34;o__BB34CL;f__BB34CL;g__BB34CL
6287	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	30	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Isosphaeraceae;g__IsosphaeraceaeFA
6288	0	0	0	0	0	0	18	9	19	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	k__Bacteria;p__Planctomycetes;c__C6;o__C6CL;f__C6CL;g__C6CL
6289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	9	19	9	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae
6290	0	2	3	1	17	3	0	0	0	0	0	0	6	7	3	4	0	2	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__BacteroidetesPH;o__BacteroidetesPH;f__BacteroidetesPH;g__BacteroidetesPH
6291	0	0	0	0	0	0	0	0	0	0	0	0	4	4	34	0	2	5	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__BacteriovoracaceaeFA
6292	0	0	0	0	0	0	13	9	20	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__agg27;o__OM190;f__OM190OR;g__OM190OR
6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	2	1	26	0	k__Bacteria;p__Chlorobi;c__OPB56;o__OPB56CL;f__OPB56CL;g__OPB56CL
6294	0	0	0	0	0	0	4	14	17	4	9	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__AnaerolineaeCL;f__AnaerolineaeCL;g__AnaerolineaeCL
6295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria;p__WS1;c__WS1PH;o__WS1PH;f__WS1PH;g__WS1PH
6296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	40	1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
6297	0	0	0	0	0	0	0	0	11	1	8	28	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__NKB19;c__NKB19PH;o__NKB19PH;f__NKB19PH;g__NKB19PH
6298	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	18	15	0	0	k__Bacteria
6299	0	0	0	0	0	0	5	27	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis
6300	1	0	5	0	2	6	1	0	0	0	0	0	1	4	8	2	0	1	0	0	9	3	0	6	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6301	1	0	0	0	0	1	0	0	0	0	0	0	0	20	2	0	0	1	0	2	2	8	5	5	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae (class);o__Z20;f__Z20OR;g__Z20OR
6302	0	0	5	0	0	4	0	0	0	0	0	0	1	1	1	1	1	2	0	0	9	11	2	11	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6303	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	20	13	0	0	10	2	k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__Verruco-5CL;f__Verruco-5CL;g__Verruco-5CL
6304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	12	1	1	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6305	0	0	0	0	0	0	8	13	8	4	15	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria
6306	0	0	0	0	0	0	0	9	1	2	24	13	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__TK17;o__S085;f__S085OR;g__S085OR
6308	0	0	1	0	0	3	8	11	8	1	0	0	2	4	1	5	0	2	0	1	1	0	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
6309	0	0	0	0	0	0	1	17	8	0	20	0	0	0	0	0	0	0	2	0	1	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__VerrucomicrobialesOR;g__VerrucomicrobialesOR
6311	2	0	3	1	1	7	0	0	0	0	0	0	0	6	3	2	1	3	0	0	7	5	0	4	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6312	1	0	1	0	0	1	0	0	0	0	0	0	0	7	1	0	2	1	0	0	19	10	0	1	k__Bacteria;p__LD1;c__LD1PH;o__LD1PH;f__LD1PH;g__LD1PH
6313	1	2	0	4	5	2	0	0	0	0	0	0	2	11	2	4	2	7	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6314	0	0	0	0	0	0	0	3	0	21	0	1	0	0	0	0	0	0	0	1	0	0	0	9	k__Bacteria;p__Firmicutes;c__Clostridia;o__1B07;f__1B07OR;g__1B07OR
6315	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	6	5	2	10	10	k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__Verruco-5CL;f__Verruco-5CL;g__Verruco-5CL
6316	1	0	1	0	0	0	1	0	1	0	0	0	0	5	2	3	1	0	0	2	8	8	2	14	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6317	0	0	0	0	0	0	0	0	0	2	45	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__JTB38;g__JTB38FA
6318	0	0	0	0	0	0	0	1	2	31	11	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL
6319	1	0	2	3	1	6	2	1	1	1	0	0	0	3	3	0	0	2	0	1	3	2	0	0	k__Bacteria;p__NKB19;c__GN13;o__GN13CL;f__GN13CL;g__GN13CL
6321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	3	1	14	1	k__Bacteria;p__Planctomycetes;c__FFCH393;o__FFCH393CL;f__FFCH393CL;g__FFCH393CL
6322	0	0	0	0	0	0	20	14	4	0	3	0	0	1	0	1	0	0	0	1	1	0	4	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__HTCC2188;g__HTCC2188FA
6323	0	0	0	0	0	0	1	8	7	3	28	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__IF058
6324	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	2	33	4	k__Bacteria;p__LD1;c__LD1PH;o__LD1PH;f__LD1PH;g__LD1PH
6325	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	12	7	2	6	15	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
6326	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	1	0	39	1	k__Bacteria;p__Chlorobi;c__OPB56;o__OPB56CL;f__OPB56CL;g__OPB56CL
6327	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA
6328	0	0	0	0	0	0	1	10	17	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chlamydiae;c__Chlamydiae (class);o__Chlamydiales;f__Waddliaceae;g__Waddlia
6329	0	0	0	0	0	0	12	0	1	2	0	0	0	0	0	0	0	0	9	6	0	0	18	1	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
6330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	16	2	8	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__LegionellalesOR;g__LegionellalesOR
6331	0	0	0	0	0	0	19	15	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
6332	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	3	2	0	0	0	8	6	1	21	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6334	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	5	1	7	7	k__Bacteria;p__NKB19;c__NKB19PH;o__NKB19PH;f__NKB19PH;g__NKB19PH
6335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	2	4	7	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
6336	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	4	4	4	17	9	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6337	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	8	29	6	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium
6338	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	13	3	4	10	1	k__Bacteria;p__GOUTA4;c__RB384;o__RB384CL;f__RB384CL;g__RB384CL
6339	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	1	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MethanobacterialesOR;g__MethanobacterialesOR
6340	0	0	0	0	0	0	4	0	4	0	1	0	0	0	0	0	0	0	7	4	2	3	23	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
6341	0	1	6	0	0	0	0	0	0	0	0	0	3	3	8	3	16	7	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__SJA-88
6342	0	0	0	0	0	0	4	1	1	5	3	0	0	0	0	0	0	0	3	1	2	5	23	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR
6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	5	5	20	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
6344	0	0	2	3	0	0	5	1	30	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA
6345	0	0	0	0	0	0	3	12	26	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
6346	0	0	2	0	0	1	0	0	0	0	0	0	1	29	6	1	1	5	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__CohaesibacteraceaeFA
6347	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	6	7	5	24	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__DehalococcoidetesCL;f__DehalococcoidetesCL;g__DehalococcoidetesCL
6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	6	4	14	11	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Levilinea
6350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	7	1	2	15	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA
6351	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	10	8	6	8	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ClostridialesOR;g__ClostridialesOR
6352	0	0	0	0	0	0	20	6	20	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__agg27;o__CL500-15;f__CL500-15OR;g__CL500-15OR
6353	0	0	0	0	0	0	20	2	23	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
6354	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	12	25	3	0	5	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	9	3	17	8	k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH
6356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4	0	1	21	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__FlammeovirgaceaeFA
6357	0	0	1	0	0	0	0	0	39	3	0	0	1	0	0	3	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae
6358	0	0	0	0	0	0	0	0	1	31	1	15	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Rhodothalassium
6359	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	3	14	2	2	14	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
6360	0	8	2	4	3	0	0	1	4	1	0	0	6	2	2	7	5	2	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
6361	2	0	4	0	0	4	0	0	0	0	0	0	0	18	1	1	2	0	0	1	8	6	0	1	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA
6362	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	17	9	9	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA
6363	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	8	8	8	11	3	k__Bacteria;p__Planctomycetes;c__vadinHA49;o__vadinHA49CL;f__vadinHA49CL;g__vadinHA49CL
6364	0	0	0	0	0	0	1	9	7	2	17	12	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexi-4;o__Chloroflexi-4CL;f__Chloroflexi-4CL;g__Chloroflexi-4CL
6365	0	0	0	0	0	1	0	0	25	1	0	0	6	8	1	2	0	4	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Litincolaceae;g__LitincolaceaeFA
6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	7	14	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__MarinilabiaceaeFA
6368	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	16	9	13	8	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
6369	0	0	0	0	0	0	6	27	3	2	5	1	0	0	0	0	0	0	0	0	1	0	3	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
6370	0	0	1	0	0	0	0	0	0	0	0	0	1	23	4	2	1	1	0	0	0	0	1	0	k__Bacteria;p__OP3;c__koll11;o__koll11CL;f__koll11CL;g__koll11CL
6371	0	0	10	0	4	5	0	0	0	0	0	0	8	2	5	5	1	2	0	0	0	1	1	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ClostridialesOR;g__ClostridialesOR
6373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella
6374	0	0	0	0	0	0	21	6	18	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__DRC31OR;g__DRC31OR
6375	0	0	0	0	0	0	15	15	8	3	3	1	0	0	0	0	0	0	1	1	1	0	0	0	k__Bacteria;p__NKB19;c__NKB19PH;o__NKB19PH;f__NKB19PH;g__NKB19PH
6376	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	5	9	7	16	6	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__PhycisphaeraceaeFA
6377	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	10	3	1	3	21	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA
6378	0	0	0	0	0	0	0	0	0	7	16	25	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__WS6;c__SC72;o__SC72CL;f__SC72CL;g__SC72CL
6379	1	0	0	0	0	0	2	1	11	8	2	1	0	4	0	1	0	3	1	1	0	1	4	2	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella
6380	1	8	2	7	1	2	0	0	0	0	0	0	0	1	9	1	2	12	0	0	0	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes (class);o__Spirochaetales;f__Spirochaetaceae;g__SpirochaetaceaeFA
6381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	10	5	2	13	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
6382	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0	3	3	1	6	8	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__Pirellulaceae;g__A17
6383	0	0	0	0	0	0	13	7	11	1	0	0	0	1	0	0	0	0	2	5	3	0	5	0	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
6384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	9	3	2	23	2	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
6385	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	5	0	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MethanobacterialesOR;g__MethanobacterialesOR
6386	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	2	1	0	0	1	3	1	1	29	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera
6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	8	10	17	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__AnaerolineaeCL;f__AnaerolineaeCL;g__AnaerolineaeCL
6388	0	0	0	0	0	0	0	1	1	40	1	5	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__SOGA31;o__SOGA31CL;f__SOGA31CL;g__SOGA31CL
6389	0	0	0	0	0	0	19	11	7	0	8	1	0	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria;p__WS3;c__PRR-12;o__GN03;f__GN03OR;g__GN03OR
6390	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	6	0	38	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__BacteriovoracaceaeFA
6391	0	0	0	0	0	0	12	2	2	2	2	3	0	3	0	0	0	0	0	0	5	6	3	8	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6392	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	6	9	14	11	2	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__AnaerolinaceaeFA
6393	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	6	6	12	3	13	1	k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__EB1017;g__EB1017FA
6394	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	6	13	4	4	13	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
6395	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	10	13	16	2	k__Bacteria;p__GN04;c__GN15;o__GN15CL;f__GN15CL;g__GN15CL
6397	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	1	0	0	10	9	6	2	14	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__PiscirickettsiaceaeFA
6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	1	3	7	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__DesulfobacteralesOR;g__DesulfobacteralesOR
6399	0	0	0	0	0	0	2	12	28	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__S0208OR;g__S0208OR
6400	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	3	1	6	29	k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__OPB54OR;g__OPB54OR
6401	1	0	1	11	2	3	0	0	0	0	0	0	13	4	4	3	3	2	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
6402	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	7	4	7	10	8	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA
6403	0	0	0	0	0	0	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
