KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2
K15437	4.9924	5.1646	4.7325	4.7449	4.0955	4.6865	4.9775	5.0504	4.099	4.4666	5.2677	4.9612	4.1241	3.5887	3.5696	4.1241	4.1241	3.688	6.5973	4.2767	4.7165	4.8803	3.5696	4.8337
K15440	4.6001	3.9928	4.088	4.4686	3.567	4.4116	4.1137	3.5117	4.099	3.5682	4.0847	4.4686	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	4.0737	5.0959	4.099	4.1794
K15441	3.9721	4.3512	4.4565	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	4.4529	4.099	3.5887	3.5887	3.5696	3.5887	4.496	3.688	4.112	3.7068	3.5505	4.4283	3.5696	4.5558
K15442	4.8158	4.3512	3.5612	4.4686	5.133	4.6865	4.4846	4.0222	4.099	5.1347	3.5587	4.4686	3.5887	4.1241	4.099	4.1241	4.1241	3.688	6.3244	4.9383	3.5505	4.8803	4.4686	3.631
K15443	3.4744	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	4.0222	4.4686	4.4666	4.0847	4.4686	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.5364	4.6596	4.0737	3.2501	3.5696	4.1794
K15444	3.4744	3.4898	3.5612	3.5696	4.0955	3.5305	4.1137	4.384	4.099	4.4666	3.5587	3.5696	4.7729	5.7259	4.4686	4.496	4.496	4.6343	6.1488	5.1532	5.1087	4.602	4.099	4.1794
K15445	3.9721	3.4898	4.4565	5.1368	4.4648	4.0472	4.4846	3.5117	3.5696	4.4666	4.0847	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	4.2529	6.4711	4.2767	4.0737	5.3451	4.099	5.0496
K15446	3.4744	3.9928	4.088	4.099	4.0955	4.0472	3.5807	4.658	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	6.5364	4.6596	4.4409	4.602	3.5696	3.631
K15447	3.4744	3.4898	3.5612	3.5696	3.567	4.4116	3.5807	3.5117	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15448	4.3281	3.4898	4.4565	3.5696	3.567	4.0472	3.5807	4.0222	3.5696	4.0971	4.0847	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.7594	3.7068	4.4409	4.602	3.5696	4.1794
K15449	6.0965	7.7578	6.8507	7.6927	6.962	7.3422	7.0378	7.6878	7.8437	8.6528	7.6404	8.6067	8.5154	8.0931	8.6802	7.8549	8.5931	8.6646	7.0175	10.223	8.7878	8.3319	7.9257	7.8134
K15450	4.8158	4.3512	4.088	6.0856	4.4648	6.47	5.4243	6.0066	6.0856	6.0837	6.0178	5.6999	6.4833	6.5486	5.4086	6.2959	6.1609	5.6753	7.7066	6.5631	6.9586	6.3052	6.1356	6.3508
K15451	3.4744	3.4898	4.088	3.5696	4.0955	4.0472	3.5807	4.0222	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.9738	4.099	4.1794
K15452	4.9924	5.0165	4.4565	4.099	4.0955	4.6865	3.5807	5.1981	4.099	3.5682	3.5587	3.5696	4.496	4.7729	4.4686	4.496	4.496	3.688	4.7594	3.7068	3.5505	3.6643	5.1368	4.5558
K15453	3.4744	3.4898	4.088	4.4686	4.0955	3.5305	3.5807	4.0222	3.5696	4.0971	4.0847	3.5696	3.5887	5.1644	3.5696	4.1241	4.496	3.688	4.112	3.7068	4.0737	3.6643	3.5696	3.631
K15454	4.3281	3.4898	4.088	4.099	4.0955	4.4116	4.1137	6.0568	4.099	4.4666	4.0847	4.099	4.1241	3.5887	4.099	3.5887	3.5887	4.2529	6.241	3.7068	4.0737	3.2501	3.5696	3.631
K15455	3.4744	3.4898	4.088	3.5696	3.567	3.5305	4.4846	4.0222	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	6.4007	3.7068	3.5505	3.6643	3.5696	3.631
K15456	3.9721	3.4898	3.5612	4.4686	4.0955	3.5305	4.1137	4.0222	3.5696	4.0971	4.7288	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.4711	3.7068	4.0737	4.2224	3.5696	3.631
K15458	3.4744	3.4898	3.5612	4.4686	4.0955	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K15460	8.8351	8.0968	8.066	8.5118	8.2124	8.8439	9.1324	9.2038	9.528	9.4495	9.3424	9.1488	9.7751	10.171	9.6037	9.8068	8.9639	8.7516	6.8075	7.7921	9.0773	9.0355	9.241	8.8843
K15461	8.3601	8.3387	8.44	7.8437	8.2442	8.0571	7.9487	8.0583	8.1203	7.9237	7.9924	7.236	10.042	9.883	9.5627	9.7541	9.9007	9.4702	7.2786	7.5681	9.2859	8.8977	9.6263	8.4279
K15462	3.4744	3.4898	3.5612	3.5696	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15463	3.4744	3.9928	4.4565	4.4686	4.4648	3.5305	3.5807	3.5117	3.5696	4.0971	4.4529	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	4.2767	3.5505	4.2224	3.5696	4.1794
K15467	5.9537	5.4993	6.0744	6.1356	5.5138	5.9224	6.1004	6.1919	6.183	5.8473	6.0178	5.7779	4.496	4.1241	4.099	4.9891	5.4354	4.9129	6.0455	3.7068	4.0737	4.2224	3.5696	5.6012
K15468	8.7455	9.009	8.9709	8.1321	8.891	8.1691	6.8551	7.3865	6.6131	7.0568	6.989	6.3503	7.2324	7.2016	7.0408	7.7103	7.067	6.5761	4.112	6.2602	6.8786	7.0617	6.9256	6.6943
K15469	4.9924	5.6656	5.2713	4.9612	5.6101	5.0788	4.9775	4.658	4.4686	4.4666	5.3931	4.9612	3.5887	3.5887	4.4686	4.1241	4.1241	3.688	4.112	4.2767	3.5505	3.9738	3.5696	4.1794
K15470	3.9721	4.624	4.088	4.099	4.4648	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	4.1241	3.5696	3.5887	4.1241	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15471	3.9721	4.3512	3.5612	3.5696	3.567	3.5305	3.5807	4.0222	3.5696	4.0971	4.7288	3.5696	3.5887	4.7729	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.7165	3.6643	4.099	3.631
K15472	3.4744	3.4898	4.088	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15474	5.7152	5.2913	5.6021	5.2834	4.9573	5.0788	4.1137	4.384	4.099	4.9591	3.5587	5.2834	4.1241	3.5887	5.1368	3.5887	4.1241	3.688	4.112	3.7068	5.2557	5.3451	4.4686	4.5558
K15475	4.8158	4.624	5.5057	4.7449	4.4648	4.9027	4.9775	4.8741	4.099	4.9591	5.5023	4.9612	4.1241	4.1241	3.5696	5.1644	4.1241	3.688	4.112	3.7068	4.0737	5.593	4.099	4.1794
K15477	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K15479	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	4.1794
K15481	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15482	3.4744	3.4898	3.5612	3.5696	4.0955	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15486	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K15487	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	4.1241	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K15490	3.4744	3.4898	3.5612	4.099	4.0955	3.5305	3.5807	3.5117	4.099	3.5682	3.5587	4.099	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15492	3.4744	3.4898	4.4565	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15495	6.4806	5.9223	6.2167	8.0276	7.4182	8.2846	7.3751	8.0754	8.3384	8.8779	7.7217	9.0627	9.4124	9.3467	9.758	9.3873	9.1479	9.0763	7.5491	11.73	9.249	9.1029	8.7257	8.7334
K15496	6.422	5.2913	6.1718	7.6462	6.7905	7.5418	7.0192	7.9235	7.9813	8.6528	7.3823	8.9421	9.307	9.0208	9.3293	8.9552	8.9165	9.0035	6.5973	11.737	8.9672	8.7978	8.5159	8.6074
K15497	7.5268	7.2326	7.2533	7.8201	7.2025	7.6636	8.3644	8.463	8.6979	8.9541	8.3507	8.7728	9.6532	9.7622	9.7984	9.437	8.9784	8.8803	7.0899	11.262	9.0997	9.0216	8.6255	8.9424
K15498	4.8158	4.624	3.5612	4.4686	4.4648	3.5305	4.1137	4.384	4.099	4.0971	4.4529	4.7449	3.5887	4.1241	3.5696	3.5887	5.1644	4.2529	4.112	4.6596	4.7165	4.602	3.5696	4.1794
K15501	3.4744	3.4898	4.088	4.4686	3.567	3.5305	3.5807	4.0222	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.4711	3.7068	3.5505	5.0959	3.5696	3.631
K15502	6.3262	7.0619	6.6299	7.3596	6.9422	7.0887	7.349	7.5147	7.6836	7.5007	7.5619	6.84	7.4484	7.2324	6.9049	7.4603	6.9515	6.6108	7.8098	6.3577	6.9961	7.0819	7.0587	6.8276
K15503	8.0625	8.5004	8.2513	8.4655	8.5078	8.4763	8.6721	9.0123	9.0309	8.8379	9.0078	8.7495	9.3767	9.2357	8.91	9.3957	8.9225	8.7595	7.4594	7.6525	8.7195	8.6518	8.7084	8.4755
K15504	5.1408	5.4993	5.1246	5.6138	5.2796	5.5587	5.7151	4.8741	5.7779	4.4666	5.2677	4.4686	3.5887	3.5887	4.7449	4.496	4.1241	3.688	4.112	4.2767	5.1087	3.9738	4.099	4.5558
K15505	4.6001	5.0165	5.2713	5.1368	4.741	5.5587	5.2993	4.0222	4.7449	5.1347	4.4529	4.4686	4.1241	4.9891	4.7449	4.7729	4.1241	3.688	6.8534	3.7068	5.3813	5.1871	5.6138	5.0496
K15507	4.3281	3.9928	4.9488	3.5696	5.5138	5.4618	4.4846	3.5117	4.4686	3.5682	4.7288	4.099	3.5887	3.5887	5.4086	4.1241	5.1644	4.6343	4.7594	5.1532	5.8232	4.7508	5.9756	4.5558
K15508	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	4.0971	4.0847	3.5696	3.5887	3.5887	4.099	3.5887	4.1241	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15509	9.7142	9.3503	9.517	8.9649	9.0023	8.6911	9.073	9.5046	9.277	9.2015	9.202	9.0679	9.5652	9.7395	10.242	10.042	9.5427	9.9102	4.7594	8.9642	9.5555	10.146	9.8583	9.4042
K15510	7.5897	7.3312	7.5654	7.1909	7.499	7.2915	5.9297	7.0291	6.985	7.4319	6.3357	7.5027	6.0577	5.64	6.6685	5.8037	6.4129	6.7076	4.112	7.0636	6.6425	6.1817	5.9148	5.8594
K15511	7.5897	7.6635	7.6533	7.1435	7.5837	7.4249	6.3261	6.9597	6.695	6.4892	6.8689	6.8838	6.2083	6.1609	6.2279	6.8199	6.0011	5.3014	5.928	5.7933	6.2449	6.5638	6.1356	6.3508
K15512	8.8696	9.5537	9.3817	9.2792	9.4336	9.0414	7.9343	7.9366	7.546	7.4783	7.8957	7.5873	6.5486	6.6096	6.8621	7.067	6.7465	6.0022	4.7594	6.1507	6.7912	6.8326	6.5541	6.6943
K15513	9.1402	9.6071	9.4606	9.1536	9.4802	9.0857	8.1482	7.9993	7.8514	7.5117	7.9658	7.6557	6.2083	6.5486	6.9256	7.2324	6.9309	6.3347	4.112	6.2602	6.8575	7.1764	6.7208	6.9661
K15514	6.3593	6.7058	6.9541	6.5841	7.2323	5.9793	4.9775	4.384	4.9612	4.9591	4.7288	4.4686	4.496	4.496	5.1368	4.496	4.9891	4.6343	4.112	4.2767	4.4409	4.602	4.7449	3.631
K15515	8.916	9.1064	8.9025	8.6366	8.888	8.5722	9.0835	9.2251	9.1165	8.9597	9.1405	8.6695	8.8481	8.8385	8.8464	8.6952	8.468	8.2054	5.1511	8.5346	8.6646	8.7696	8.8862	8.7372
K15516	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	3.7068	3.5505	3.9738	3.5696	4.1794
K15518	7.5543	7.3075	7.2533	6.9049	7.0372	7.136	7.4252	7.3979	7.6172	7.3047	7.6214	7.3335	6.2532	6.1609	5.7779	6.1109	5.7259	3.688	4.7594	6.4027	5.8232	6.1817	5.9756	6.1658
K15519	4.9924	5.4018	4.9488	5.5175	5.7744	6.2584	5.8642	6.6152	6.0856	6.5821	6.071	6.1356	4.7729	5.1644	4.7449	5.4354	5.1644	3.688	4.7594	5.4697	5.3813	5.5376	5.4086	5.6966
K15520	8.1149	7.1368	7.3219	7.0936	6.9814	7.0042	6.9808	7.5538	7.0226	7.2192	7.2061	6.6131	7.0487	6.5796	7.293	7.0487	6.2532	6.7671	4.7594	6.4455	6.9775	7.7611	6.2279	7.0867
K15521	9.2165	8.8056	8.7057	8.7049	8.8329	8.7558	9.1721	9.244	9.1826	9.346	9.3528	9.0548	7.5068	7.2912	7.7542	7.5725	7.4484	7.082	8.0288	7.8313	7.8164	8.1202	7.3202	7.5757
K15523	3.4744	3.9928	3.5612	3.5696	4.0955	3.5305	4.1137	3.5117	4.099	3.5682	3.5587	3.5696	4.1241	3.5887	3.5696	3.5887	3.5887	3.688	6.4711	4.6596	4.0737	4.602	3.5696	4.1794
K15524	7.9427	7.8971	7.8548	8.4439	7.9776	8.3493	8.6463	8.6938	9.0011	8.9369	8.9159	8.7049	7.839	7.7551	8.0657	7.7011	7.7638	6.3347	6.8075	7.6291	8.2406	8.0751	8.1379	8.2935
K15525	8.7656	8.1739	8.066	7.5772	7.9432	8.0571	8.0436	8.1409	8.0719	7.7857	7.9314	7.4574	5.3106	4.7729	6.0856	4.496	4.496	4.6343	7.5491	5.4697	5.8889	6.8707	5.9756	6.504
K15526	8.1889	7.996	7.5756	7.279	7.6037	7.1811	6.538	7.1972	6.9656	6.8154	6.89	6.3503	5.64	5.4354	6.1356	5.1644	5.8037	5.9317	4.7594	6.3577	6.8992	7.3707	5.9148	7.0482
K15527	6.7911	5.7376	6.2594	7.236	6.1795	7.7639	7.1749	7.4312	7.4689	7.544	7.3699	7.6651	8.1419	8.5154	8.4038	8.6659	7.7011	7.2336	6.241	6.731	8.0746	7.5004	8.1203	7.7214
K15528	6.4518	6.6347	6.5119	6.3113	6.7423	6.3704	7.0192	7.1972	7.004	6.7189	6.9309	6.4911	4.496	4.496	5.1368	4.1241	4.1241	3.688	4.7594	4.6596	5.1087	5.6937	4.7449	4.1794
K15529	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	4.7594	3.7068	3.5505	3.2501	4.099	3.631
K15530	3.4744	4.3512	3.5612	4.099	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15531	7.0997	7.2582	6.7827	7.7017	7.5735	8.1744	6.9408	7.7522	7.3202	7.4669	7.8663	7.8743	6.0011	6.6941	6.5541	6.2959	5.8037	5.4455	4.7594	6.0902	7.133	6.3502	7.0226	6.8276
K15532	8.6767	8.5041	8.4742	8.7662	8.6761	9.0363	8.4822	8.7224	8.8276	9.034	8.8292	9.3777	7.3054	7.4115	7.8201	7.3731	7.5831	5.7699	6.7592	7.5425	8.2758	7.603	8.1379	7.8308
K15533	6.18	5.1646	5.5057	5.7779	5.133	5.2262	6.8325	6.865	7.0226	7.002	6.89	6.5541	5.1644	5.9403	6.0856	4.7729	5.64	3.688	4.7594	5.1532	6.7442	5.6937	7.0936	6.1127
K15534	6.2919	6.3137	6.5428	6.6412	6.7905	5.4618	6.2427	6.9415	6.985	7.0744	7.1603	7.2062	4.9891	4.7729	4.7449	5.4354	4.9891	3.688	4.112	3.7068	4.7165	4.602	5.4086	4.8337
K15535	5.1408	5.5866	5.9644	6.7941	5.9721	6.3704	5.8642	5.9533	6.6412	6.3484	6.2134	6.2279	3.5887	4.1241	3.5696	4.1241	4.1241	3.688	4.7594	3.7068	3.5505	4.4283	3.5696	3.631
K15536	4.3281	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	4.1794
K15537	4.6001	5.4993	4.088	4.099	5.2796	4.4116	4.4846	3.5117	4.099	3.5682	5.1209	4.099	4.1241	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.0737	4.2224	4.4686	4.1794
K15538	5.7816	5.4993	5.2713	5.9148	5.2796	5.4618	7.3751	7.1831	7.1753	7.0206	7.2355	6.4911	5.1644	4.1241	5.2834	4.496	4.1241	3.688	5.6274	4.9383	5.7517	5.7834	5.1368	5.0496
K15539	8.5223	8.7682	8.7857	8.52	8.8759	8.9452	8.5889	8.8421	8.5483	8.6491	8.6419	8.7325	8.5851	8.3371	8.3762	8.1055	8.3222	8.7151	8.6481	7.4181	8.2251	8.4505	8.4262	8.0947
K15540	3.4744	5.4993	4.088	4.4686	4.4648	5.5587	3.5807	5.1981	4.099	4.4666	4.4529	6.0324	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	4.4283	3.5696	3.631
K15541	3.4744	3.4898	4.088	3.5696	4.4648	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15542	4.9924	5.4993	5.7665	4.7449	5.5138	4.4116	4.4846	4.8741	3.5696	4.0971	3.5587	4.7449	3.5887	3.5887	4.7449	3.5887	4.496	3.688	6.4711	4.2767	4.0737	4.8803	5.7779	3.631
K15544	4.3281	3.4898	3.5612	4.4686	3.567	3.5305	4.1137	4.384	3.5696	4.7428	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	6.5973	3.7068	4.0737	3.2501	3.5696	3.631
K15545	5.4764	3.4898	5.2713	5.7779	5.133	6.0326	5.793	6.444	6.1356	5.9737	6.1685	5.9148	6.0011	6.1609	6.1356	5.8037	6.0011	4.6343	4.112	4.9383	4.7165	6.2819	6.183	5.4934
K15546	8.0732	8.3926	8.3684	8.2054	8.4573	8.4438	7.1425	7.2646	6.8838	6.6666	7.2498	7.0587	6.0577	6.0577	6.3876	6.6386	5.8748	5.8547	4.112	5.4697	6.0066	6.3502	5.8492	6.1127
K15547	3.9721	4.3512	4.7325	4.099	3.567	4.4116	3.5807	3.5117	4.099	4.4666	4.0847	4.099	7.333	7.3054	8.3669	7.6439	7.3988	7.3332	6.0455	6.4027	7.1795	6.5285	8.4655	6.504
K15548	3.4744	4.3512	4.088	4.099	4.4648	4.0472	3.5807	4.384	4.4686	4.0971	4.0847	4.4686	4.1241	3.5887	4.099	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K15549	5.9537	6.3137	6.2594	6.0324	5.6963	5.4618	5.9905	5.7691	5.9148	4.7428	5.2677	5.5175	7.333	7.3054	7.828	7.8063	7.2769	7.268	4.112	6.0902	7.084	6.6623	7.8892	6.5718
K15550	3.4744	5.2913	3.5612	4.4686	6.1795	6.1301	3.5807	5.0504	4.7449	3.5682	3.5587	4.099	5.4354	3.5887	3.5696	3.5887	4.1241	3.688	4.112	3.7068	3.5505	3.6643	4.9612	3.631
K15551	8.2535	7.884	7.9693	7.6744	8.0174	7.6548	7.5182	7.6364	7.8743	7.5545	7.7473	7.4689	9.7989	9.641	9.8539	9.8515	8.9255	9.0132	5.1511	8.0308	8.6992	9.5592	9.1315	8.9392
K15552	8.5328	8.1837	8.4825	7.8743	8.3723	7.9578	7.6619	7.8416	8.0146	8.0126	7.9243	7.6074	9.883	9.7719	10.04	9.9398	9.2167	9.348	5.6274	8.1566	8.9996	9.7007	9.3981	9.0188
K15553	6.9234	6.9098	6.8286	7.1753	6.6914	6.9681	6.0472	6.6659	5.9148	6.3484	6.5694	6.9656	7.5725	8.0484	7.7959	8.1654	7.2475	7.1222	4.112	7.7512	7.1643	7.9055	7.7627	7.3046
K15554	7.712	8.0307	8.0474	7.7627	7.9639	7.6897	6.569	7.1688	7.004	7.7087	6.89	7.7711	7.8706	8.1239	7.904	8.1942	7.7725	7.2847	5.4225	7.869	7.6096	7.867	7.9257	7.6409
K15555	7.4985	7.5214	7.5956	7.3975	7.707	7.8328	7.1089	7.4634	7.6462	7.6816	7.5619	7.6462	8.177	8.4276	7.8818	8.3019	7.386	7.3173	6.4007	10.114	7.7439	7.8224	8.1999	7.9448
K15558	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	4.099	4.7428	3.5587	3.5696	4.1241	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.6643	3.5696	3.631
K15559	3.4744	4.3512	3.5612	4.099	3.567	4.0472	4.1137	4.0222	3.5696	4.0971	4.0847	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	6.4711	3.7068	3.5505	3.2501	4.099	3.631
K15560	3.4744	3.4898	3.5612	4.099	4.0955	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15561	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	4.1241	3.688	4.112	3.7068	4.0737	3.2501	3.5696	3.631
K15562	3.9721	3.4898	3.5612	3.5696	4.4648	4.0472	3.5807	3.5117	3.5696	4.0971	4.0847	3.5696	3.5887	4.9891	4.099	3.5887	3.5887	3.688	6.4711	3.7068	4.0737	3.6643	4.099	4.1794
K15563	3.4744	3.4898	3.5612	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15564	3.4744	3.4898	3.5612	4.099	3.567	4.0472	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15565	3.4744	3.4898	3.5612	4.099	3.567	3.5305	3.5807	3.5117	3.5696	3.5682	3.5587	3.5696	3.5887	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	3.5505	3.2501	3.5696	3.631
K15568	3.4744	3.4898	3.5612	3.5696	3.567	3.5305	3.5807	4.384	4.099	3.5682	3.5587	3.5696	3.5887	3.5887	4.099	3.5887	3.5887	3.688	4.112	3.7068	4.0737	3.2501	3.5696	4.1794
K15569	5.7152	7.1791	7.082	6.8838	7.303	7.136	6.9201	7.4739	7.293	7.3315	7.5721	7.3596	5.4354	3.5887	4.4686	3.5887	4.496	3.688	4.112	5.3261	5.3813	5.0959	4.099	4.8337
K15570	5.643	6.2018	6.0212	6.183	6.8802	6.5008	5.533	6.1492	6.4234	6.3484	6.1211	6.1356	4.7729	4.496	3.5696	4.1241	4.1241	3.688	4.112	4.9383	4.4409	4.8803	5.4086	3.631
K15571	3.9721	3.9928	4.9488	4.9612	4.4648	3.5305	4.1137	5.1981	3.5696	4.9591	4.7288	3.5696	4.7729	3.5887	3.5696	4.1241	3.5887	3.688	4.112	4.9383	4.0737	3.2501	4.099	3.631
K15572	6.3912	6.9098	6.8286	6.3503	7.4302	6.47	5.2993	4.658	5.2834	5.4066	4.9452	5.6999	4.1241	4.9891	5.4086	5.1644	5.1644	3.688	4.112	4.9383	5.8232	5.2697	5.2834	4.1794
K15575	4.3281	3.9928	4.4565	4.4686	4.9573	3.5305	4.9775	5.7691	4.7449	5.4066	4.4529	4.7449	4.1241	3.5887	3.5696	3.5887	3.5887	3.688	4.112	3.7068	4.4409	3.6643	3.5696	4.8337
K15576	9.337	9.6071	9.2805	8.7826	9.327	8.7303	8.1064	8.3026	8.2841	8.1588	8.4319	7.8591	8.244	8.4635	8.491	8.3568	8.4546	8.4004	5.6274	7.3881	8.3337	8.0608	8.3762	7.8647
K15577	8.9753	9.1329	8.8577	8.2533	8.9436	8.2798	7.6619	7.8697	7.904	7.6907	7.9314	7.385	8.2494	8.3421	8.3432	8.0931	8.0742	8.4987	5.7913	6.7904	8.0686	7.8178	8.1609	7.2103
K15578	9.1167	9.4173	9.2269	8.5641	9.299	8.5685	7.7084	7.82	7.9881	7.735	7.9101	7.546	8.3568	8.1055	8.3575	8.1055	7.931	7.9982	6.241	6.7904	8.2094	7.8843	8.0469	7.6303
K15579	7.4792	7.8159	7.5447	6.84	7.2469	6.8296	3.5807	4.8741	4.9612	5.1347	5.2677	5.6138	3.5887	3.5887	4.4686	4.7729	3.5887	4.2529	4.112	3.7068	4.9328	4.8803	4.4686	5.0496
K15580	11.045	11.046	10.989	10.525	10.875	10.468	10.806	11.005	10.907	10.737	10.823	10.445	11.356	11.519	11.152	11.292	10.827	10.574	9.1074	9.4245	10.575	10.568	11.149	10.504
K15581	10.124	10.096	10.067	9.5501	9.9745	9.7591	9.6718	9.9037	9.7406	9.714	9.7982	9.3961	10.374	10.663	10.185	10.51	9.7751	9.6057	6.1488	8.6518	9.6963	9.7794	9.8787	9.6935
K15582	9.9777	9.8815	9.8207	9.5427	9.8268	9.537	9.6039	9.7473	9.7342	9.4842	9.5878	9.4362	10.431	10.744	10.061	10.284	9.7894	9.6886	8.1286	8.8486	9.6192	9.7669	9.8406	9.6042
